year,drug_name,drug_link,drug_info,indication,stn,manufacturer,manufacturer_info,license_num,approval_date,biologics_id
2018,Procleix Zika Virus Assay,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/procleix-zika-virus-assay,,"The Procleix Zika Virus Assay is a qualitative in vitro nucleic acid test for the detection of Zika Virus (ZIKV) RNA in plasma specimens from individual human donors, including volunteer donors of whole blood and blood components for transfusion. It is also intended for use in testing plasma or serum specimens to screen other living (heart-beating) donors of organs and Human Cells, Tissues, and Cellular and Tissue-Based Products (HCT/Ps), and in testing blood specimens to screen cadaveric (non- heart-beating) donors. It is not intended for use on cord blood specimens.",125667/0,Grifols Diagnostic Solutions Inc.,"Grifols Diagnostic Solutions Inc.    4560 Horton Street,    Emeryville, CA 94608-2916    Lic. # 2032",2032,2018-07-05,368
2018,PANZYGA,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/panzyga,    Immune Globulin Intravenous (Human)-ifas,Indicated for the treatment of primary humoral immunodeficiency (PI) in patients 2 years of age and older and chronic immune thrombocytopenic purpura (ITP) in adults,125587/0,Octapharma Pharmazeutika Produktionsges.m.b.H.,"Octapharma Pharmazeutika Produktionsges.m.b.H.    Oberlaaer Strasse 235,    Vienna, Austria    Lic. # 1646",1646,2018-08-02,369
2018,JIVI,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/jivi,"    Antihemophilic Factor (Recombinant), PEGylated",Indicated for use in previously treated adults and adolescents (12 years of age and older) with hemophilia A (congenital Factor VIII deficiency) for: on demand treatment and control of bleeding episodes; perioperative management of bleeding; and routine prophylaxis to reduce the frequency of bleeding episodes,125661/0,Bayer HealthCare LLC,Bayer HealthCare LLC    --------(b)(4)--------------------------- ---------    Lic. # 8,8,2018-08-29,370
2018,CUTAQUIG,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/cutaquig,    Immune Globulin Subcutaneous (Human)-hipp,Indicated for treatment of primary humoral immunodeficiency (PI) in adults,125668/0,Octapharma Pharmazeutika Produktionsges.m.b.H.,"Octapharma Pharmazeutika Produktionsges.m.b.H.    Oberlaaer Strasse 235, A-1100    Vienna, Austria    Lic. # 1646",1646,2018-12-12,371
2018,Hepatitis B Vaccine (Recombinant) Bulk (For Further Manufacturing Use),,,"To include an alternate manufacturing process to facilitate the use of the Hepatitis B surface antigen in the combination vaccine Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed, Inactivated Poliovirus, Haemophilus b Conjugate [Meningococcal Protein Conjugate] and Hepatitis B [Recombinant] Vaccine.",125581,Merck Sharp &amp; Dohme Corp.,"Merck Sharp & Dohme Corp.    1 Merck Drive,    P.O. Box 100,    Whitehouse Station, NJ 08889-0100    United States    Lic. # 0002",0002,2018-12-21,372
2018,Haemophilus b Conjugate (Meningococcal Protein Conjugate) Bulk (For Further Manufacturing Use),,,"To include use of the Haemophilus b Conjugate (Meningococcal Protein Conjugate) Bulk Intermediate in the combination vaccine Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed, Inactivated Poliovirus, Haemophilus b Conjugate [Meningococcal Protein Conjugate] and Hepatitis B [Recombinant] Vaccine",125580,Merck Sharp &amp; Dohme Corp.,"Merck Sharp & Dohme Corp.    1 Merck Drive,    P.O. Box 100,    Whitehouse Station, NJ 08889-0100    United States    Lic. # 0002",0002,2018-12-21,373
2018,VAXELIS,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/vaxelis,"    Diphtheria and Tetanus Toxoids and Acellular Pertussis Vaccine Adsorbed, Inactivated Poliovirus, Haemophilus b Conjugate [Meningococcal Protein Conjugate] and Hepatitis B [Recombinant] Vaccine","VAXELIS is a vaccine indicated for active immunization to prevent diphtheria, tetanus, pertussis, poliomyelitis, hepatitis B, and invasive disease due to Haemophilus influenzae type b. VAXELIS is approved for use as a 3 dose series in children from 6 weeks through 4 years of age (prior to the 5th birthday).",125563/0,MCM Vaccine Company,"MCM Vaccine Company    Sanofi Pasteur Inc., Discovery Drive, Swiftwater, PA 18370-0187    United States    Lic. # 2007",2007,2018-12-21,374
2019,Procleix Babesia Assay,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/procleix-babesia-assay,    Procleix Babesia Assay,"A qualitative in vitro nucleic acid amplification test for the detection of RNA from Babesia species (B. microti, B. duncani, B. divergens, and B. venatorum) in whole blood specimens. It is intended for use in screening individual human donors, including volunteer donors of whole blood and blood components, and in screening living donors of organ and tissue. It is also intended for use in screening cadaveric (non-heart-beating) donors for B. microti.",125673/0,Grifols Diagnostic Solutions Inc.,"Grifols Diagnostic Solutions Inc.    10210 Genetic Center Drive,    San Diego, CA 92121-4362    Lic. # 2032",2032,2019-01-24,375
2019,ESPEROCT,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/esperoct,"    Antihemophilic Factor (Recombinant), GlycoPEGylated-exei","For use in adults and children with hemophilia A for: (1) on-demand treatment and control of bleeding episodes, (2) perioperative management of bleeding, and (3) routine prophylaxis to reduce the frequency of bleeding episodes.",125671/0,"Novo Nordisk, Inc.","Novo Nordisk, Inc.    P. O. Box 846,    800 Scudders Mill Road,    Plainsboro, NJ 08536    Lic. # 1261",1261,2019-02-19,376
2019,ASCENIV,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/asceniv,"    Immune Globulin Intravenous, Human-slra",Indicated for the treatment of primary humoral immunodeficiency in adults and adolescents (12 to 17 years of age).,125590/0,"ADMA Biologics, Inc.","ADMA Biologics, Inc.    5800 Park of Commerce Boulevard, N.W.    Boca Raton, FL 33487    Lic. # 2019",2019,2019-04-01,377
2019,"Blood Grouping Reagent, anti-k (Monoclonal)(IgG) (For Further Manufacturing use)",https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/anti-k-monoclonal-igg-further-manufacturing-use,,"To be used by -----(b)(4)--- for the manufacture of ---------(b)(4)-----------------------------------, under a shared manufacturing arrangement.",125684/0,Millipore (UK) Ltd.,"Millipore (UK) Ltd.    EMD Millipore Corporation,    6600 Sierra College Boulevard,    Rocklin, CA 95677    Lic. # 1761",1761,2019-04-18,378
2019,"Gamma-clone® Blood Grouping Reagent, Anti-k (Monoclonal) (IgG)",https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/blood-grouping-reagent-anti-k-monoclonal,"    Blood Grouping Reagent, Anti-k (Monoclonal)(IgG)",Indicated for the detection of the k (KEL2) antigen on red blood cells by indirect antiglobulin test by tube method.,125688/0,"Immucor, Inc.","Immucor, Inc.    3130 Gateway Drive,    Norcross, GA 30071    Lic. # 0886",0886,2019-04-18,379
2019,"Gamma-clone® Blood Grouping Reagent, Anti-Fy",https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/blood-grouping-reagent-anti-fyb-monoclonal,"b  (Monoclonal)     Blood Grouping Reagent, Anti-Fy b  (Monoclonal)",Indicated for the detection of the Fyb (FY2) antigen on red blood cells by direct agglutination using a tube method.,125686/0,"Immucor, Inc.","Immucor, Inc.    3130 Gateway Drive,    Norcross, GA 30071    Lic. # 0886",0886,2019-04-18,380
2019,"Gamma-clone® Blood Grouping Reagent, Anti-C",https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/blood-grouping-reagent-anti-cw-monoclonal,"w  (Monoclonal)     Blood Grouping Reagent, Anti-C w  (Monoclonal)",Indicated for the detection of the Cw(RH8) antigen on red blood cells by direct agglutination using a tube method.,125687/0,"Immucor, Inc.","Immucor, Inc.    3130 Gateway Drive,    Norcross, GA 30071    Lic. # 0886",0886,2019-04-18,381
2019,DENGVAXIA,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/dengvaxia,"    Dengue Tetravalent Vaccine, Live","Dengue Tetravalent Vaccine, Live is indicated for the prevention of dengue disease caused by dengue virus serotypes 1, 2, 3 and 4. Dengue Tetravalent Vaccine, Live is approved for use in individuals 9 through 16 years of age with laboratory-confirmed previous dengue infection and living in endemic areas.",125682/0,Sanofi Pasteur Inc.,"Sanofi Pasteur Inc.    Discovery Drive,    Swiftwater, PA 18370-0187    Lic. # 1725",1725,2019-05-01,382
2019,ZOLGENSMA,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/zolgensma,    onasemnogene abeparvovec,Indicated for treatment of pediatric patients less than two years of age with spinal muscular atrophy (SMA) with bi-allelic mutations in the survival motor neuron 1 (SMN1) gene.,125694/0,"AveXis, Inc.","AveXis, Inc.    2275 Half Day Rd., Suite 200,    Bannockburn, IL 60015    Lic. # 2104",2104,2019-05-24,383
2019,Abbott Alinity s HBsAg and Abbott Alinity s HBsAg Confirmatory,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/alinity-s-hbsag-and-alinity-s-hbsag-confirmatory,    Antibody to Hepatitis B Surface Antigen (Mouse Monoclonal IgG and IgM) and Antibody to Hepatitis B Surface Antigen (Sheep),"Antibody to Hepatitis B Surface Antigen (Mouse Monoclonal IgG and IgM) [Abbott Alinity s HBsAg] is a chemiluminescent microparticle immunoassay (CMIA) used for the qualitative detection of hepatitis B surface antigen (HBsAg) in human serum and plasma specimens on the Alinity s System. The Abbott Alinity s HBsAg assay is intended to screen individual human donors, including volunteer donors of whole blood and blood components, and other living donors for the presence of HBsAg. The assay is also intended for use in testing serum and plasma specimens to screen organ donors when specimens are obtained while the donor’s heart is still beating, and in testing serum specimens to screen cadaveric (non-heart-beating) donors. It is not intended for use on cord blood specimens. Antibody to Hepatitis B Surface Antigen (Sheep) [Alinity s HBsAg Confirmatory] is used to confirm the presence of hepatitis B surface antigen (HBsAg) in human serum and plasma by means of specific antibody neutralization on the Alinity s System. The assay is intended to be used for confirmation of samples found to be repeatedly reactive by the Alinity s HBsAg assay.",125674/0,Abbott Ireland Diagnostics Division,"Abbott Ireland Diagnostics Division    Abbott Laboratories,    Dept 09TR, Bldg. AP8A-1,    100 Abbott Park Road,    Abbott Park, IL 60064-6092    Lic. # 2094",2094,2019-06-14,384
2019,Alinity s HTLV I/II assay,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/alinity-s-htlv-ill,"    Human T-Lymphotropic Virus Types I and II (E coli, Recombinant) Antigen and Synthetic Peptides","The Alinity s HTLV I/II assay is a chemiluminescent microparticle immunoassay (CMIA) used for the qualitative detection of antibodies to human T-lymphotropic virus Type I and/or human T-lymphotropic virus Type II (anti-HTLV I/HTLV II) in human serum and plasma specimens on the Alinity s System. The Alinity s HTLV I/II assay is intended to screen individual human donors, including volunteer donors of whole blood and blood components, and other living donors for the presence of anti-HTLV I/HTLV II. The assay is also intended for use in testing serum and plasma specimens to screen organ donors when specimens are obtained while the donor’s heart is still beating, and in testing serum specimens to screen cadaveric (non-heart-beating) donors. It is not intended for use on cord blood specimens.",125675/0,Abbott GMbH &amp; Co. KG,"Abbott GMbH & Co. KG    Abbott Laboratories,    Dept 09TR, Bldg. AP8A-1,    100 Abbott Park Road,    Abbott Park, IL 60064-6092    Lic. # 2095",2095,2019-06-26,385
2019,XEMBIFY,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/xembify,    Immune Globulin Subcutaneous (Human),"Immune globulin subcutaneous, human-klhw, 20% is indicated for the treatment of Primary Humoral Immunodeficiency (PI) in patients 2 years of age and older. This includes, but is not limited to, congenital agammaglobulinemia, common variable immunodeficiency, X-linked agammaglobulinemia, Wiskott-Aldrich syndrome, and severe combined immunodeficiencies.",125683/0,Grifols Therapeutics LLC,"Grifols Therapeutics LLC    8368 US 70 Business Highway West    Clayton, NC 27520    Lic. # 1871",1871,2019-07-03,386
2019,Alinity s Anti-HCV assay,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/blood-blood-products/alinity-s-anti-hcv,"    Hepatitis C-virus Encoded Antigens (Recombinant c100-3, HCr43)",The Alinity s Anti-HCV assay is a chemiluminescent microparticle immunoassay (CMIA) used for the qualitative detection of antibodies to hepatitis C virus (HCV) in human serum and plasma specimens on the Alinity s System.,125677/0,Abbott GMbH &amp; Co. KG,"Abbott GMbH & Co. KG    Abbott Laboratories    Dept. 09TR, Bldg. AP8A    100 Abbott Park Road    Abbott Park, IL 60064-6092    Lic # 2095",,2019-07-09,387
2019,Alinity s HIV Ag/Ab Combo assay,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/alinity-s-hiv-agab-combo-assay,"    Human Immunodeficiency Virus Types 1 and 2 (E. coli, B. megaterium, Recombinant) Antigen, Antibody (p24) and Synthetic Peptide","The Alinity s HIV Ag/Ab Combo assay is intended to screen individual human donors, including volunteer donors of whole blood and blood components, and other living donors for the presence of anti-HIV-1/HIV-2 and HIV-1 p24 antigen. The assay is also intended for use in testing serum and plasma specimens to screen organ donors when specimens are obtained while the donor’s heart is still beating, and in testing serum specimens to screen cadaveric (nonheart-beating) donors. It is not intended for use on cord blood specimens.",125679/0,Abbott GMbH &amp; Co. KG,"Abbott GMbH & Co. KG    Abbott Laboratories    Dept. 09TR, Bldg. AP8A    100 Abbott Park Road    Abbott Park, IL 60064-6092    Lic. # 2095",2095,2019-07-23,388
2019,Alinity s Anti-HBc assay,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/alinity-s-anti-hbc,"    Hepatitis B Virus Core Antigen (E.coli, Recombinant)","The Alinity s Anti-HBc assay is intended to screen individual human donors, including volunteer donors of whole blood and blood components, and other living donors for the presence of anti-HBc. The assay is also intended for use in testing serum and plasma specimens to screen organ donors when specimens are obtained while the donor’s heart is still beating, and in testing serum specimens to screen cadaveric (non-heart-beating) donors.",125681/0,Abbott GMbH &amp; Co. KG,"Abbott GMbH & Co. KG    Abbott Laboratories    Dept. 09TR, Bldg. AP8A    100 Abbott Park Road    Abbott Park, IL 60064-6092    Lic. # 2095",2095,2019-08-02,389
2019,"Blood Grouping Reagent, Anti-A (Murine Monoclonal) (For Further Manufacturing Use)",https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/blood-grouping-reagent-anti-murine-monoclonal-ffmu-stn-125669-125680,,"The Blood Grouping Reagent, Anti-A (Murine Monoclonal) (For Further Manufacturing Use) is to be utilized by Diagnostic Grifols, S.A. in the manufacture of the final product, Blood Grouping Reagent, Anti-A, under a shared manufacturing agreement.",125680/0,Diagast,"Diagast    NAMSA    400 Highway 169 South, Suite 500    Minneapolis, MN 55426    Lic. # 1744",1744,2019-08-12,390
2019,"Blood Grouping Reagent, Anti-A (Murine Monoclonal) (For Further Manufacturing Use",https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/blood-grouping-reagent-anti-murine-monoclonal-ffmu-stn-125669-125680,,"The Blood Grouping Reagent, Anti-A (Murine Monoclonal)(For Further Manufacturing Use) is to be utilized by Diagnostic Grifols, S.A. in the manufacture of the final product, Blood Grouping Reagent, Anti-A (Murine Monoclonal), under a shared manufacturing agreement.",125669/0,Diagast,"Diagast    Parc Eurasante, Loos Cedex, 59374    Lic # 1744",,2019-08-12,391
2019,Alinity s Chagas,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/alinity-s-chagas,"    Trypanosoma cruzi (E. coli, Recombinant) Antigen","The Alinity s Chagas assay is a chemiluminescent microparticle immunoassay (CMIA) used for the qualitative detection of antibodies to Trypanosoma cruzi (the causative agent of Chagas disease) in human serum and plasma specimens on the Alinity s System.
			The Alinity s Chagas assay is intended to screen individual human donors, including volunteer donors of whole blood and blood components, and other living donors for the presence of antibodies to Trypanosoma cruzi. The assay is also intended for use in testing serum and plasma specimens to screen organ donors when specimens are obtained while the donor’s heart is still beating, and in testing serum specimens to screen cadaveric (non-heart-beating) donors. It’s not intended for use on cord blood specimens.",125689/0,Abbott GMbH &amp; Co. KG,"Abbott GMbH & Co. KG    Abbott Laboratories    Dept. 09TR, Bldg. AP8A    100 Abbott Park Road    Abbott Park, IL 60064-6092    Lic. # 2095",2095,2019-08-15,392
2019,Geenius HIV 1/2 Supplementary Assay,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/geenius-hiv-12-supplemental-assay-bl-125670,    Human Immunodeficiency Virus Types 1 and 2 (Recombinant and Synthetic Peptides),"The Geenius™ HIV 1/2 Supplemental Assay is a single-use immunochromatographic assay for the confirmation and differentiation of individual antibodies to Human Immunodeficiency Virus Types 1 and 2 (HIV-1 and HIV-2) in serum or plasma samples (EDTA, heparin, and sodium citrate). The results of the Geenius HIV ½ Supplemental Assay are read and interpreted only by the Geenius Reader with dedicated software.",125670/0,Bio-Rad Laboratories,"Bio-Rad Laboratories    6565 185th Avenue NE    Redmond, WA 98052-5039    Lic. # 1109",1109,2019-08-26,393
2019,cobas® Babesia,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/cobas-babesia,    cobas Babesia test for use on the cobas 6800/8800 Systems,The cobas® Babesia test for use on the cobas® 6800/8800 Systems is a qualitative in vitro nucleic acid screening test for the direct detection of Babesia DNA and RNA in whole blood.,125699/0,"Roche Molecular Systems, Inc.","Roche Molecular Systems, Inc.    4300 Hacienda Drive    Pleasanton, CA 94588-2722    Lic. # 1636",1636,2019-08-29,394
2019,JYNNEOS,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/jynneos,    Modified Vaccinia Ankara - Bavarian Nordic (MVA-BN),For prevention of smallpox and monkeypox disease in adults 18 years of age and older determined to be at high risk for smallpox or monkeypox infection.,125678/0,Bavarian Nordic A/S,"Bavarian Nordic A/S    3025 Carrington Mill Boulevard    Morrisville, NC 27560    Lic. # 2096",2096,2019-09-24,395
2019,ERVEBO ,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/ervebo,"    Ebola Zaire Vaccine, Live",ERVEBO® is a vaccine indicated for the prevention of disease caused by Zaire ebolavirus in individuals 18 years of age and older.,125690/0,Merck Sharp &amp; Dohme Corp.,"Merck Sharp & Dohme Corp.    351 N. Sumneytown Pike,    P.O. Box 1000,    UG2D-068,    North Wales, PA 19454    Lic. # 0002",0002,2019-12-19,396
2020,PALFORZIA,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/allergenics/palforzia,    Peanut (Arachis hypogaea) Allergen Powder,"Indicated for the mitigation of allergic reactions, including anaphylaxis, that may occur with accidental exposure to peanut.",125696/0,"Aimmune Therapeutics, Inc.","Aimmune Therapeutics, Inc.    8000 Marina Boulevard    Brisbane, CA 94005-1884    Lic. # 2109",2109,2020-01-31,397
2020,AUDENZ,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/audenz,"    Influenza A (H5N1) Monovalent Vaccine, Adjuvanted",Indicated for active immunization for the prevention of disease caused by the influenza A virus H5N1 subtype contained in the vaccine.,125692/0,Seqirus Inc.,"Seqirus Inc.    50 Hampshire Street    9th Floor    Cambridge, MA 02139    Lic. # 2049",2049,2020-01-31,398
2020,DG® Gel 8 ABO/Rh (2D),https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/dg-gel-8-aborh-2d,"    Blood Grouping Reagent, Anti-D (Monoclonal Blend)","For the determination of ABO forward and reverse group, and RhD antigen on the surface of red blood cells of human blood samples.",125710/0,"Diagnostic Grifols, S.A.","Diagnostic Grifols, S.A.    Avda de la Generalitat, 152    Sant Cugat del Valles    Barcelona 08174    Spain    Lic. # 1887",1887,2020-03-30,399
2020,SEVENFACT,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/sevenfact,    Coagulation Factor VIIa (Recombinant),Indicated for treatment and control of bleeding episodes occurring in adults and adolescents (12 years of age and older) with hemophilia A or B with inhibitors.,125641/0,Laboratoire Francais du Fractionnement,"Laboratoire Francais du Fractionnement    et des Biotechnologies SA (LFB S.A.)    LFB USA, Inc.    175 Crossing Boulevard    Framingham, MA 01702    Lic. #2061",2061,2020-04-01,400
2020,MenQuadfi,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/menquadfi,"    Meningococcal (Groups A, C, Y, W) Conjugate Vaccine","Indicated for active immunization for the prevention of invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, W, and Y. Approved for use in individuals 2 years of age and older.",125701/0,"Sanofi Pasteur, Inc.","Sanofi Pasteur, Inc.    Discovery Drive    Swiftwater, PA 18370-0187    Lic. #1725",1725,2020-04-23,401
2020,"Blood Grouping Reagent, Anti-Le",https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/blood-grouping-reagent-anti-leb-murine-monoclonalfor-further-manufacturing-use,b  (Murine Monoclonal)(For Further Manufacturing Use) (FFMU),Indicated for a standard raw material for the manufacture of finished Anti-Leb blood typing diagnostic reagent for in vitro use. This FFMU reacts with the Leb antigen.,125716/0,Millipore (UK) Ltd.,"Millipore (UK) Ltd.    EMD Millipore Corporation    6600 Sierra College Blvd    Rocklin, CA 95677    Lic. #1761",1761,2020-06-18,402
2020,"Blood Grouping Reagent, Anti-Le",https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/blood-grouping-reagent-anti-lea-murine-monoclonalfor-further-manufacturing-use,a  (Murine Monoclonal)(For Further Manufacturing Use)(FFMU),Indicated for a standard raw material for the manufacture of finished Anti-Lea blood typing diagnostic reagent for in vitro use. This FFMU reacts with the Lea antigen.,125715/0,Millipore (UK) Ltd.,"Millipore (UK) Ltd.    EMD Millipore Corporation    6600 Sierra College Boulevard    Rocklin, CA 95677    Lic. #1761",1761,2020-06-18,403
2020,TECARTUS,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/tecartus-brexucabtagene-autoleucel,    brexucabtagene autoleucel,TECARTUS is a CD19-directed genetically modified autologous T cell immunotherapy indicated for the treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL).,125703/0,"Kite Pharma, Inc.","Kite Pharma, Inc.    2400 Broadway    Santa Monica, CA 90404    Lic. #2064",2064,2020-07-24,404
2021,BREYANZI ,https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/breyanzi-lisocabtagene-maraleucel,    lisocabtagene maraleucel,"Indicated for the treatment of adult patients with relapsed or refractory large B-cell lymphoma after two or more lines of systemic therapy, including diffuse large B cell lymphoma (DLBCL) not otherwise specified (including DLBCL arising from indolent lymphoma), high-grade B-cell lymphoma, primary mediastinal large B-cell lymphoma, and follicular lymphoma grade 3B. Lisocabtagene maraleucel is not indicated for the treatment of patients with primary central nervous system (CNS) lymphoma.",125714/0,"Juno Therapeutics, Inc.","Juno Therapeutics, Inc.    400 Dexter Avenue North    Suite 1200    Seattle, WA 98109     Lic. # 2156",2156,2021-02-05,405
2021,ABECMA,https://www.fda.gov/vaccines-blood-biologics/abecma-idecabtagene-vicleucel,    idecabtagene vicleucel,"Indicated for the treatment of adult patients with relapsed or refractory multiple myeloma after four or more prior lines of therapy including an immunomodulatory agent, a proteasome inhibitor, and an anti-CD38 monoclonal antibody.",125736/0,"Celgene Corporation, a Bristol-Myers Squibb Company","Celgene Corporation, a Bristol-Myers Squibb Company    86 Morris Ave.    Summit, NJ 07901     Lic. # 2252",2252,2021-03-26,406
2021,RYPLAZIM,https://www.fda.gov/vaccines-blood-biologics/ryplazim,"    plasminogen,     human-tvmh",Indicated for the treatment of patients with plasminogen deficiency type 1 (hypoplasminogenemi).,125659/0,"Prometic Biotherapeutics, Inc.","Prometic Biotherapeutics, Inc.    ---(b)(4)---    -----------------------    ---------------------    ---------------------     Lic. # 2065",2065,2021-06-04,407
2021,PREVNAR 20,https://www.fda.gov/vaccines-blood-biologics/vaccines/prevnar-20,    Pneumococcal 20-valent Conjugate Vaccine,"Indicated for active immunization for the prevention of invasive disease caused by Streptococcus pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 8, 9V, 10A, 11A, 12F, 14, 15B, 18C, 19A, 19F, 22F, 23F, and 33F in adults 18 years of age and older and the prevention of pneumonia caused by Streptococcus pneumoniae serotypes 1, 3, 4, 5, 6A, 6B, 7F, 9V, 14, 18C, 19A, 19F, and 23F in adults 18 years of age and older.",125731/0,Wyeth Pharmaceuticals LLC,"Wyeth Pharmaceuticals LLC    500 Arcola Road    G4450    Collegeville, PA 19426     Lic. # 0003",0003,2021-06-08,408
2021,StrataGraft,https://www.fda.gov/vaccines-blood-biologics/stratagraft,    Allogeneic cultured keratinocytes and dermal fibroblasts in murine collagen-dsat,Indicated for the treatment of adults with thermal burns containing intact dermal elements for which surgical intervention is clinically indicated (deep partial-thickness burns).,125730/0,Stratatech Corporation,"Stratatech Corporation    53 Frontage Road    Shelbourne Building, Suite 300    Hampton, NJ 08827     Lic. # 2144",2144,2021-06-15,409
2021,Source Plasma,,,"To manufacture Source Plasma prepared by plasmapheresis using the ---(b)(4)-------------------------------------- Collection System, with the anticoagulant (b)(4) Sodium Citrate Solution, collected from normal, non-immunized donors, andImmunoTek’s previously approved Standard Operating Procedures and Physician Substitute Program.",125749/0,"LFB American Plasma, LLC","LFB American Plasma, LLC    2200 Northeast Corporate Boulevard,    Suite 210    Boca Raton, FL 33431     Lic. # 2254",2254,2021-06-25,410
