year,year_approval_count,drug_name,active_ingredient,approval_date,approved_use,drug_link,press_release,drug_trials_snapshot
2021,8,Amondys 45,casimersen,2021-02-25,To treat Duchenne muscular dystrophyPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213026,https://www.fda.gov/news-events/press-announcements/fda-approves-targeted-treatment-rare-duchenne-muscular-dystrophy-mutation-0,
2021,9,Nulibry,fosdenopterin,2021-02-26,To reduce the risk of mortality in molybdenum cofactor deficiency Type APress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214018,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-molybdenum-cofactor-deficiency-type,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-nulibry
2021,10,Pepaxto,melphalan flufenamide,2021-02-26,To treat relapsed or refractory multiple myelomaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214383,,
2021,11,Azstarys,"serdexmethylphenidate and
			dexmethylphenidate",2021-03-02,To treat attention deficit hyperactivity disorderDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212994,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-azstarys
2021,12,Fotivda,tivozanib,2021-03-10,To treat renal cell carcinomaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=212904,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-fotivda
2021,13,Ponvory,ponesimod,2021-03-18,To treat relapsing forms of multiple sclerosisDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213498,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-ponvory
2021,14,Zegalogue,dasiglucagon,2021-03-22,To treat severe hypoglycemiaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214231,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-zegalogue
2021,15,Qelbree,viloxazine,2021-04-02,To treat attention deficit hyperactivity disorderDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=211964,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-qelbree
2021,16,Nextstellis,drospirenone and estetrol,2021-04-15,To prevent pregnancyDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214154,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-nextstellis
2021,17,Jemperli,dostarlimab-gxly,2021-04-22,To treat endometrial cancerPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761174,https://www.fda.gov/news-events/press-announcements/fda-approves-immunotherapy-endometrial-cancer-specific-biomarker,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-jemperli
2021,18,Zynlonta,loncastuximab tesirine-lpyl,2021-04-23,To treat certain types of relapsed or refractory large B-cell lymphomaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761196,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-zynlonta
2021,19,Empaveli,pegcetacoplan,2021-05-14,To treat paroxysmal nocturnal hemoglobinuriaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215014,,
2021,20,Rybrevant,amivantamab-vmjw,2021-05-21,To treat a subset of non-small cell lung cancerDrug Trials SnapshotPress Release,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761210,https://www.fda.gov/news-events/press-announcements/fda-approves-first-targeted-therapy-subset-non-small-cell-lung-cancer,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-rybrevant
2021,21,Pylarify,piflufolastat F 18,2021-05-26,To identify prostate-specific membrane antigen-positive lesions in prostate cancerDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214793,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-pylarify
2021,22,Lumakras,sotorasib,2021-05-28,To treat types of non-small cell lung cancer Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214665,https://www.fda.gov/news-events/press-announcements/fda-approves-first-targeted-therapy-lung-cancer-mutation-previously-considered-resistant-drug,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-lumakras
2021,23,Truseltiq,infigratinib,2021-05-28,To treat cholangiocarcinoma whose disease meets certain criteriaDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214622,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-truseltiq
2021,24,Lybalvi,olanzapine and samidorphan,2021-05-28,To treat schizophrenia and certain aspects of bipolar I disorderDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=213378,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-lybalvi
2021,25,Brexafemme,ibrexafungerp,2021-06-01,To treat vulvovaginal candidiasisDrug Trials Snapshots,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214900,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-brexafemme
2021,26,Aduhelm,aducanumab-avwa,2021-06-07,To treat Alzheimer’s diseasePress ReleaseDrug Trials Snapshots,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761178,https://www.fda.govhttps://www.fda.gov/news-events/press-announcements/fda-grants-accelerated-approval-alzheimers-drug,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-aduhelm
2021,27,Rylaze,asparaginase erwinia chrysanthemi (recombinant)-rywn,2021-06-30,"To treat acute lymphoblastic leukemia and lymphoblastic lymphoma in patients who are allergic to E. coli-derived asparaginase products, as a component of a chemotherapy regimenPress ReleaseDrug Trials Snapshots",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761179,https://www.fda.gov/news-events/press-announcements/fda-approves-component-treatment-regimen-most-common-childhood-cancer,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-rylaze
2021,28,Kerendia,finerenone,2021-07-09,To reduce the risk of kidney and heart complications in chronic kidney disease associated with type 2 diabetesDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/215341s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-kerendia
2021,29,Fexinidazole,fexinidazole,2021-07-16,To treat human African trypanosomiasis caused by the parasite Trypanosoma brucei gambienseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214429,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-fexinidazole
2021,30,Rezurock,belumosudil,2021-07-16,To treat chronic graft-versus-host disease after failure of at least two prior lines of systemic therapyDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214783,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-rezurock
2021,31,Bylvay,odevixibat,2021-07-20,To treat pruritusDrug Trials Snapshots,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215498,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-bylvay
2021,32,Saphnelo,anifrolumab-fnia,2021-07-30,To treat moderate-to severe systemic lupus erythematousus along with standard therapyDrug Trials Snapshots,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761123s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-saphnelo
2021,33,Nexviazyme,avalglucosidase alfa-ngpt,2021-08-06,To treat late-onset Pompe diseasePress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761194,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-pompe-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-nexviazyme
2021,34,Welireg,belzutifan,2021-08-13,To treat von Hippel-Lindau disease under certain conditionsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215383,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-welireg
2021,35,Korsuva,difelikefalin,2021-08-23,To treat moderate-to-severe pruritus associated with chronic kidney disease in certain populationsDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214916,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-korsuva
2021,36,Skytrofa,lonapegsomatropin-tcgd,2021-08-25,To treat short stature due to inadequate secretion of endogenous growth hormoneDrug Trial Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761177,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-skytrofa
2021,37,Exkivity,mobocertinib,2021-09-15,To treat locally advanced or metastatic non-small cell lung cancer with epidermal growth factor receptor exon 20 insertion mutationsDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/215310s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-exkivity
2021,38,Tivdak,tisotumab vedotin-tftv,2021-09-20,To treat recurrent or metastatic cervical cancer with disease progression on or after chemotherapyDrug Trial Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761208,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-tivdak
2021,39,Qulipta,atogepant,2021-09-28,To prevent episodic migrainesDrug Trial Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215206,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-qulipta
2021,40,Livmarli,maralixibat,2021-09-29,To treat cholestatic pruritus associated with Alagille syndromeDrug Trial Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214662,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-livmarli
2021,41,Tavneos,avacopan,2021-10-07,"To treat severe active anti-neutrophil cytoplasmic autoantibody-associated vasculitis (granulomatosis with polyangiitis and microscopic polyangiitis) in combination with standard therapy, including glucocorticoidsDrug Trial Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214487,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-tavneos
2021,42,Scemblix,asciminib,2021-10-29,To treat Philadelphia chromosome-positive chronic myeloid leukemia with disease that meets certain criteriaDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/215358s000Orig1lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-scemblix
2021,43,Besremi,ropeginterferon alfa-2b-njft,2021-11-12,"To treat polycythemia vera, a blood disease that causes the overproduction of red blood cellsPress ReleaseDrug Trials Snapshot",http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761166,https://www.fda.gov/news-events/press-announcements/fda-approves-treatment-rare-blood-disease,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-besremi
2021,44,Voxzogo,vosoritide,2021-11-19,To improve growth in children five years of age and older with achondroplasia and open epiphysesPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214938,https://www.fda.gov/news-events/press-announcements/fda-approves-first-drug-improve-growth-children-most-common-form-dwarfism,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-voxzogo
2021,45,Livtencity,maribavir,2021-11-23,To treat post-transplant cytomegalovirus (CMV) infection/disease that does not respond (with or without genetic mutations that cause resistance) to available antiviral treatment for CMVPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=215596,https://www.fda.gov/news-events/press-announcements/fda-approves-first-treatment-common-type-post-transplant-infection-resistant-other-drugs,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-livtencity
2021,46,Cytalux,pafolacianine,2021-11-29,To help identify ovarian cancer lesions Press ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214907,https://www.fda.gov/news-events/press-announcements/fda-approves-new-imaging-drug-help-identify-ovarian-cancer-lesions,
2021,47,Tezspire,tezepelumab-ekko,2021-12-17,To treat severe asthma as an add-on maintenance therapyDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761224,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-tezspire
2021,48,Vyvgart,efgartigimod alfa-fcab,2021-12-17,To treat generalized myasthenia gravisPress ReleaseDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761195,https://www.fda.gov/news-events/press-announcements/fda-approves-new-treatment-myasthenia-gravis,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-vyvgart
2021,49,Leqvio,inclisiran,2021-12-22,To treat heterozygous familial hypercholesterolemia or clinical atherosclerotic cardiovascular disease as an add-on therapyDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=214012,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-leqvio
2021,50,Adbry,tralokinumab-ldrm,2021-12-27,To treat moderate-to-severe atopic dermatitisDrug Trials Snapshot,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=761180,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-adbry
2022,1,Quviviq,daridorexant,2022-01-07,To treat insomniaDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214985s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-quviviq
2022,2,Cibinqo,abrocitinib,2022-01-14,"To treat refractory, moderate-to-severe atopic dermatitisDrug Trials Snapshot",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213871,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-cibinqo
2022,3,Kimmtrak,tebentafusp-tebn,2022-01-25,To treat unresectable or metastatic uveal melanomaDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761228s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-kimmtrak
2022,4,Vabysmo,faricimab-svoa,2022-01-28,To treat neovascular (wet) aged-related macular degeneration and diabetic macular edemaDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761235s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-vabysmo
2022,5,Enjaymo,sutimlimab-jome,2022-02-04,To decrease the need for red blood cell transfusion due to hemolysis in cold agglutinin diseaseDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761164s000lbl.pdf?utm_medium=email&utm_source=govdelivery,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-enjaymo
2022,6,Pyrukynd,mitapivat,2022-02-17,To treat hemolytic anemia in pyruvate kinase deficiencyDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216196s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-pyrukynd
2022,7,Vonjo,pacritinib,2022-02-28,To treat intermediate or high-risk primary or secondary myelofibrosis in adults with low platelets,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208712s000lbl.pdf,,
2022,8,Ztalmy,ganaxolone,2022-03-18,To treat seizures in cyclin-dependent kinase-like 5 deficiency disorderDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215904s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-ztalmy
2022,9,Opdualag,nivolumab and relatlimab-rmbw,2022-03-18,To treat unresectable or metastatic melanomaDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761234s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-opdualag
2022,10,Pluvicto,lutetium (177Lu) vipivotide tetraxetan,2022-03-23,To treat prostate-specific membrane antigen-positive metastatic castration-resistant prostate cancer following other therapiesDrug Trials Snapshot,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215833,,https://www.fda.gov/drugs/drug-safety-and-availability/drug-trials-snapshots-pluvicto
2022,11,Vivjoa,oteseconazole,2022-04-26,To reduce the incidence of recurrent vulvovaginal candidiasis (RVVC) in females with a history of RVVC who are not of reproductive potentialDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215888s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-vivjoa
2022,12,Camzyos,mavacamten,2022-04-28,To treat certain classes of obstructive hypertrophic cardiomyopathyDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214998s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-camzyos
2022,13,Voquezna,"vonoprazan, amoxicillin, and clarithromycin",2022-05-03,To treat Helicobacter pylori infectionDrug Trials Snapshot,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215152,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-voquezna-triple-pak-voquezna-dual-pak
2022,14,Mounjaro,tirzepatide,2022-05-13,"To improve blood sugar control in diabetes, in addition to diet and exercise Press ReleaseDrug Trials Snapshot",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215866,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-mounjaro
2022,15,Vtama,tapinarof,2022-05-23,To treat plaque psoriasisDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215272s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-vtama
2022,16,Amvuttra,vutrisiran,2022-06-13,To treat polyneuropathy of hereditary transthyretin-mediated amyloidosisDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215515s000lbl.pdf,,
2022,17,Xenpozyme,Olipudase alfa,2022-08-31,To treat Acid Sphingomyelinase DeficiencyPress ReleaseDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761261s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-xenpozyme
2022,18,Spevigo,spesolimab-sbzo,2022-09-01,To treat generalized pustular psoriasis flaresDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761244s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-spevigo
2022,19,Daxxify,daxibotulinumtoixnA-lanm,2022-09-07,To treat moderate-to-severe glabellar lines associated with corrugator and/or procerus muscle activityDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761127s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-daxxify
2022,20,Sotyktu,deucravacitinib,2022-09-09,To treat moderate-to-severe plaque psoriasisDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214958s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-sotyktu
2022,21,Rolvedon,eflapegrastim,2022-09-09,To decrease the incidence of infection in patients with non-myeloid malignancies receiving myelosuppressive anti-cancer drugs associated with clinically significant incidence of febrile neutropeniaDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761148Orig1s000Corrected_lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-rolvedon
2022,22,Terlivaz,terlipressin,2022-09-14,To improve kidney function in adults with hepatorenal syndrome with rapid reduction in kidney functionDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022231s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-terlivaz
2022,23,Elucirem,gadopiclenol,2022-09-21,"To detect and visualize lesions, together with MRI, with abnormal vascularity in the central nervous system and the bodyDrug Trials Snapshot",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216986s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-elucirem
2022,24,Omlonti,oomidenepag isopropyl ophthalmic solution,2022-09-22,To reduce elevated intraocular pressure in patients with open‑angle glaucoma or ocular hypertensionDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215092s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-omlonti
2022,25,Relyvrio,sodium phenylbutyrate/taurursodiol,2022-09-29,To treat amyotrophic lateral sclerosis (ALS)Press ReleaseDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216660s000lbledt.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-relyvrio
2022,26,Lytgobi,futibatinib,2022-09-30,To treat intrahepatic cholangiocarcinoma harboring fibroblast growth factor receptor 2 (FGFR2) gene fusions or other rearrangementsDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214801Orig1s000lbledt.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-lytgobi
2022,27,Imjudo,tremelimumab,2022-10-21,To treat unresectable hepatocellular carcinomaDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761289s001lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-imjudo
2022,28,Tecvayli,teclistamab-cqyv,2022-10-25,To treat relapsed or refractory multiple myeloma among adults who have received at least four specific lines of therapyDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761291s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-tecvayli
2022,29,Elahere,mirvetuximab soravtansine-gynx,2022-11-14,To treat patients with recurrent ovarian cancer that is resistant to platinum therapyDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761310s000lbl.pdf,,
2022,30,Tzield,teplizumab-mzwv,2022-11-18,To delay the onset of stage 3 type 1 diabetesPress Release,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761183s000lbl.pdf,,
2022,31,Rezlidhia,olutasidenib,2022-12-01,To treat adults with relapsed or refractory acute myeloid leukemia with a susceptible isocitrate dehydrogenase-1 (IDH1) mutationDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215814s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-rezlidhia
2022,32,Krazati,adagrasib,2022-12-12,To treat KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer in adults who have received at least one prior systemic therapyDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216340s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-krazati
2022,33,Sunlenca,lenacapavir,2022-12-22,"To treat adults with HIV whose HIV infections cannot be successfully treated with other available treatments due to resistance, intolerance, or safety considerationsPress ReleaseDrug Trials Snapshot",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215973s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-sunlenca
2022,34,Lunsumio,mosunetuzumab-axgb,2022-12-22,"To treat adults with relapsed or refractory follicular lymphoma, a type of non-Hodgkin lymphomaDrug Trials Snapshot",https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761263s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-lunsumio
2022,35,Xenoview,hyperpolarized Xe-129,2022-12-23,To evaluate pulmonary function and imagingDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214375s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-xenoview
2022,36,Briumvi,ublituximab-xiiy,2022-12-28,To treat relapsing forms of multiple sclerosisDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761238s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-briumvi
2022,37,NexoBrid,anacaulase-bcdb,2022-12-28,To remove eschar in adults with deep partial thickness or full thickness thermal burnsDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761192s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshot-nexobrid
2023,1,Leqembi,lecanemab-irmb,2023-01-06,To treat Alzheimer’s diseasePress Release,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761269Orig1s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-grants-accelerated-approval-alzheimers-disease-treatment,
2023,2,Brenzavvy,bexagliflozin,2023-01-20,To improve glycemic control in adults with type 2 diabetes mellitus as an adjunct to diet and exerciseDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214373s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-brenzavvy
2023,3,Jaypirca,pirtobrutinib,2023-01-27,"To treat relapsed or refractory mantle cell lymphoma in adults who have had at least two lines of systemic therapy, including a BTK inhibitorDrug Trials Snapshot",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216059Orig1s000Corrected_lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-jaypirca
2023,4,Orserdu,elacestrant,2023-01-27,"To treat estrogen receptor-positive, human epidermal growth factor receptor 2-negative, ESR1-mutated, advanced or metastatic breast cancer with disease progression following at least one line of endocrine therapyDrug Trials Snapshot",https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217639s000lbl.pdf,,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-orserdu
2023,5,Jesduvroq,daprodustat,2023-02-01,To treat anemia caused by chronic kidney disease for adults on dialysis for at least four monthsPress ReleaseDrug Trials Snapshot,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/216951s000lbl.pdf,https://www.fda.gov/news-events/press-announcements/fda-approves-first-oral-treatment-anemia-caused-chronic-kidney-disease-adults-dialysis,https://www.fda.gov/drugs/drug-approvals-and-databases/drug-trials-snapshots-jesduvroq
